company,date,metric,value,form,fiscal_year,fiscal_period
amplitude,2022-03-31,stockholders_equity,302849000,10-Q,2023,Q2
amplitude,2022-03-31,stockholders_equity,302849000,10-Q,2023,Q3
amplitude,2022-06-30,stockholders_equity,298054000,10-Q,2022,Q2
amplitude,2022-06-30,stockholders_equity,298054000,10-Q,2022,Q3
amplitude,2022-06-30,stockholders_equity,298054000,10-Q,2023,Q2
amplitude,2022-06-30,stockholders_equity,298054000,10-Q,2023,Q3
amplitude,2022-09-30,stockholders_equity,295036000,10-Q,2022,Q3
amplitude,2022-09-30,stockholders_equity,295036000,10-Q,2023,Q3
amplitude,2022-12-31,stockholders_equity,294969000,10-K,2022,FY
amplitude,2022-12-31,stockholders_equity,294969000,10-Q,2023,Q1
amplitude,2022-12-31,stockholders_equity,294969000,10-Q,2023,Q2
amplitude,2022-12-31,stockholders_equity,294969000,10-Q,2023,Q3
amplitude,2022-12-31,stockholders_equity,294969000,10-K,2023,FY
amplitude,2022-12-31,stockholders_equity,294969000,10-Q,2024,Q1
amplitude,2022-12-31,stockholders_equity,294969000,10-Q,2024,Q2
amplitude,2022-12-31,stockholders_equity,294969000,10-Q,2024,Q3
amplitude,2022-12-31,stockholders_equity,294969000,10-K,2024,FY
amplitude,2023-03-31,stockholders_equity,291220000,10-Q,2023,Q1
amplitude,2023-03-31,stockholders_equity,291220000,10-Q,2023,Q2
amplitude,2023-03-31,stockholders_equity,291220000,10-Q,2023,Q3
amplitude,2023-03-31,stockholders_equity,291220000,10-Q,2024,Q1
amplitude,2023-03-31,stockholders_equity,291220000,10-Q,2024,Q2
amplitude,2023-03-31,stockholders_equity,291220000,10-Q,2024,Q3
amplitude,2023-06-30,stockholders_equity,288850000,10-Q,2023,Q2
amplitude,2023-06-30,stockholders_equity,288850000,10-Q,2023,Q3
amplitude,2023-06-30,stockholders_equity,288850000,10-Q,2024,Q2
amplitude,2023-06-30,stockholders_equity,288850000,10-Q,2024,Q3
amplitude,2023-09-30,stockholders_equity,291574000,10-Q,2023,Q3
amplitude,2023-09-30,stockholders_equity,291574000,10-Q,2024,Q3
amplitude,2023-12-31,stockholders_equity,294753000,10-K,2023,FY
amplitude,2023-12-31,stockholders_equity,294753000,10-Q,2024,Q1
amplitude,2023-12-31,stockholders_equity,294753000,10-Q,2024,Q2
amplitude,2023-12-31,stockholders_equity,294753000,10-Q,2024,Q3
amplitude,2023-12-31,stockholders_equity,294753000,10-K,2024,FY
amplitude,2023-12-31,stockholders_equity,294753000,10-Q,2025,Q1
amplitude,2023-12-31,stockholders_equity,294753000,10-Q,2025,Q2
amplitude,2023-12-31,stockholders_equity,294753000,10-Q,2025,Q3
amplitude,2024-03-31,stockholders_equity,289210000,10-Q,2024,Q1
amplitude,2024-03-31,stockholders_equity,289210000,10-Q,2024,Q2
amplitude,2024-03-31,stockholders_equity,289210000,10-Q,2024,Q3
amplitude,2024-03-31,stockholders_equity,289210000,10-Q,2025,Q1
amplitude,2024-03-31,stockholders_equity,289210000,10-Q,2025,Q2
amplitude,2024-03-31,stockholders_equity,289210000,10-Q,2025,Q3
amplitude,2024-06-30,stockholders_equity,287327000,10-Q,2024,Q2
amplitude,2024-06-30,stockholders_equity,287327000,10-Q,2024,Q3
amplitude,2024-06-30,stockholders_equity,287327000,10-Q,2025,Q2
amplitude,2024-06-30,stockholders_equity,287327000,10-Q,2025,Q3
amplitude,2024-09-30,stockholders_equity,290027000,10-Q,2024,Q3
amplitude,2024-09-30,stockholders_equity,290027000,10-Q,2025,Q3
amplitude,2024-12-31,stockholders_equity,296556000,10-K,2024,FY
amplitude,2024-12-31,stockholders_equity,296556000,10-Q,2025,Q1
amplitude,2024-12-31,stockholders_equity,296556000,10-Q,2025,Q2
amplitude,2024-12-31,stockholders_equity,296556000,10-Q,2025,Q3
amplitude,2025-03-31,stockholders_equity,289460000,10-Q,2025,Q1
amplitude,2025-03-31,stockholders_equity,289460000,10-Q,2025,Q2
amplitude,2025-03-31,stockholders_equity,289460000,10-Q,2025,Q3
amplitude,2025-06-30,stockholders_equity,279504000,10-Q,2025,Q2
amplitude,2025-06-30,stockholders_equity,279504000,10-Q,2025,Q3
amplitude,2025-09-30,stockholders_equity,262228000,10-Q,2025,Q3
amplitude,2019-12-31,gross_profit,46337000,10-K,2021,FY
amplitude,2020-09-30,gross_profit,51107000,10-Q,2021,Q3
amplitude,2020-09-30,gross_profit,18601000,10-Q,2021,Q3
amplitude,2020-12-31,gross_profit,71981000,10-K,2021,FY
amplitude,2020-12-31,gross_profit,71981000,10-K,2022,FY
amplitude,2021-03-31,gross_profit,22855000,10-Q,2022,Q1
amplitude,2021-06-30,gross_profit,49974000,10-Q,2022,Q2
amplitude,2021-06-30,gross_profit,27119000,10-Q,2022,Q2
amplitude,2021-09-30,gross_profit,81465000,10-Q,2021,Q3
amplitude,2021-09-30,gross_profit,81465000,10-Q,2022,Q3
amplitude,2021-09-30,gross_profit,31491000,10-Q,2021,Q3
amplitude,2021-09-30,gross_profit,31491000,10-Q,2022,Q3
amplitude,2021-12-31,gross_profit,115497000,10-K,2021,FY
amplitude,2021-12-31,gross_profit,115497000,10-K,2022,FY
amplitude,2021-12-31,gross_profit,115497000,10-K,2023,FY
amplitude,2022-03-31,gross_profit,37002000,10-Q,2022,Q1
amplitude,2022-03-31,gross_profit,37002000,10-Q,2023,Q1
amplitude,2022-06-30,gross_profit,78072000,10-Q,2022,Q2
amplitude,2022-06-30,gross_profit,78072000,10-Q,2023,Q2
amplitude,2022-06-30,gross_profit,41070000,10-Q,2022,Q2
amplitude,2022-06-30,gross_profit,41070000,10-Q,2023,Q2
amplitude,2022-09-30,gross_profit,121610000,10-Q,2022,Q3
amplitude,2022-09-30,gross_profit,121610000,10-Q,2023,Q3
amplitude,2022-09-30,gross_profit,43538000,10-Q,2022,Q3
amplitude,2022-09-30,gross_profit,43538000,10-Q,2023,Q3
amplitude,2022-12-31,gross_profit,167625000,10-K,2022,FY
amplitude,2022-12-31,gross_profit,167625000,10-K,2023,FY
amplitude,2022-12-31,gross_profit,167625000,10-K,2024,FY
amplitude,2023-03-31,gross_profit,47290000,10-Q,2023,Q1
amplitude,2023-03-31,gross_profit,47290000,10-Q,2024,Q1
amplitude,2023-06-30,gross_profit,97877000,10-Q,2023,Q2
amplitude,2023-06-30,gross_profit,97877000,10-Q,2024,Q2
amplitude,2023-06-30,gross_profit,50587000,10-Q,2023,Q2
amplitude,2023-06-30,gross_profit,50587000,10-Q,2024,Q2
amplitude,2023-09-30,gross_profit,151223000,10-Q,2023,Q3
amplitude,2023-09-30,gross_profit,151223000,10-Q,2024,Q3
amplitude,2023-09-30,gross_profit,53346000,10-Q,2023,Q3
amplitude,2023-09-30,gross_profit,53346000,10-Q,2024,Q3
amplitude,2023-12-31,gross_profit,204361000,10-K,2023,FY
amplitude,2023-12-31,gross_profit,204361000,10-K,2024,FY
amplitude,2024-03-31,gross_profit,53735000,10-Q,2024,Q1
amplitude,2024-03-31,gross_profit,53735000,10-Q,2025,Q1
amplitude,2024-06-30,gross_profit,107550000,10-Q,2024,Q2
amplitude,2024-06-30,gross_profit,107550000,10-Q,2025,Q2
amplitude,2024-06-30,gross_profit,53815000,10-Q,2024,Q2
amplitude,2024-06-30,gross_profit,53815000,10-Q,2025,Q2
amplitude,2024-09-30,gross_profit,164023000,10-Q,2024,Q3
amplitude,2024-09-30,gross_profit,164023000,10-Q,2025,Q3
amplitude,2024-09-30,gross_profit,56473000,10-Q,2024,Q3
amplitude,2024-09-30,gross_profit,56473000,10-Q,2025,Q3
amplitude,2024-12-31,gross_profit,222348000,10-K,2024,FY
amplitude,2025-03-31,gross_profit,59749000,10-Q,2025,Q1
amplitude,2025-06-30,gross_profit,120207000,10-Q,2025,Q2
amplitude,2025-06-30,gross_profit,60458000,10-Q,2025,Q2
amplitude,2025-09-30,gross_profit,185697000,10-Q,2025,Q3
amplitude,2025-09-30,gross_profit,65490000,10-Q,2025,Q3
amplitude,2020-12-31,current_assets,148679000,10-Q,2021,Q3
amplitude,2020-12-31,current_assets,148679000,10-K,2021,FY
amplitude,2021-09-30,current_assets,367931000,10-Q,2021,Q3
amplitude,2021-12-31,current_assets,355117000,10-K,2021,FY
amplitude,2021-12-31,current_assets,355117000,10-Q,2022,Q1
amplitude,2021-12-31,current_assets,355117000,10-Q,2022,Q2
amplitude,2021-12-31,current_assets,355117000,10-Q,2022,Q3
amplitude,2021-12-31,current_assets,355117000,10-K,2022,FY
amplitude,2022-03-31,current_assets,354148000,10-Q,2022,Q1
amplitude,2022-06-30,current_assets,366356000,10-Q,2022,Q2
amplitude,2022-09-30,current_assets,309067000,10-Q,2022,Q3
amplitude,2022-12-31,current_assets,284434000,10-K,2022,FY
amplitude,2022-12-31,current_assets,284434000,10-Q,2023,Q1
amplitude,2022-12-31,current_assets,284434000,10-Q,2023,Q2
amplitude,2022-12-31,current_assets,284434000,10-Q,2023,Q3
amplitude,2022-12-31,current_assets,284434000,10-K,2023,FY
amplitude,2023-03-31,current_assets,326626000,10-Q,2023,Q1
amplitude,2023-06-30,current_assets,352689000,10-Q,2023,Q2
amplitude,2023-09-30,current_assets,386174000,10-Q,2023,Q3
amplitude,2023-12-31,current_assets,379964000,10-K,2023,FY
amplitude,2023-12-31,current_assets,379964000,10-Q,2024,Q1
amplitude,2023-12-31,current_assets,379964000,10-Q,2024,Q2
amplitude,2023-12-31,current_assets,379964000,10-Q,2024,Q3
amplitude,2023-12-31,current_assets,379964000,10-K,2024,FY
amplitude,2024-03-31,current_assets,384074000,10-Q,2024,Q1
amplitude,2024-06-30,current_assets,388140000,10-Q,2024,Q2
amplitude,2024-09-30,current_assets,388130000,10-Q,2024,Q3
amplitude,2024-12-31,current_assets,303631000,10-K,2024,FY
amplitude,2024-12-31,current_assets,303631000,10-Q,2025,Q1
amplitude,2024-12-31,current_assets,303631000,10-Q,2025,Q2
amplitude,2024-12-31,current_assets,303631000,10-Q,2025,Q3
amplitude,2025-03-31,current_assets,285976000,10-Q,2025,Q1
amplitude,2025-06-30,current_assets,286792000,10-Q,2025,Q2
amplitude,2025-09-30,current_assets,265777000,10-Q,2025,Q3
amplitude,2020-12-31,current_liabilities,53324000,10-Q,2021,Q3
amplitude,2020-12-31,current_liabilities,53324000,10-K,2021,FY
amplitude,2021-09-30,current_liabilities,99511000,10-Q,2021,Q3
amplitude,2021-12-31,current_liabilities,90593000,10-K,2021,FY
amplitude,2021-12-31,current_liabilities,90593000,10-Q,2022,Q1
amplitude,2021-12-31,current_liabilities,90593000,10-Q,2022,Q2
amplitude,2021-12-31,current_liabilities,90593000,10-Q,2022,Q3
amplitude,2021-12-31,current_liabilities,90593000,10-K,2022,FY
amplitude,2022-03-31,current_liabilities,99869000,10-Q,2022,Q1
amplitude,2022-06-30,current_liabilities,117944000,10-Q,2022,Q2
amplitude,2022-09-30,current_liabilities,123524000,10-Q,2022,Q3
amplitude,2022-12-31,current_liabilities,109182000,10-K,2022,FY
amplitude,2022-12-31,current_liabilities,109182000,10-Q,2023,Q1
amplitude,2022-12-31,current_liabilities,109182000,10-Q,2023,Q2
amplitude,2022-12-31,current_liabilities,109182000,10-Q,2023,Q3
amplitude,2022-12-31,current_liabilities,109182000,10-K,2023,FY
amplitude,2023-03-31,current_liabilities,112681000,10-Q,2023,Q1
amplitude,2023-06-30,current_liabilities,137987000,10-Q,2023,Q2
amplitude,2023-09-30,current_liabilities,142486000,10-Q,2023,Q3
amplitude,2023-12-31,current_liabilities,132293000,10-K,2023,FY
amplitude,2023-12-31,current_liabilities,132293000,10-Q,2024,Q1
amplitude,2023-12-31,current_liabilities,132293000,10-Q,2024,Q2
amplitude,2023-12-31,current_liabilities,132293000,10-Q,2024,Q3
amplitude,2023-12-31,current_liabilities,132293000,10-K,2024,FY
amplitude,2024-03-31,current_liabilities,143575000,10-Q,2024,Q1
amplitude,2024-06-30,current_liabilities,153890000,10-Q,2024,Q2
amplitude,2024-09-30,current_liabilities,152374000,10-Q,2024,Q3
amplitude,2024-12-31,current_liabilities,144513000,10-K,2024,FY
amplitude,2024-12-31,current_liabilities,144513000,10-Q,2025,Q1
amplitude,2024-12-31,current_liabilities,144513000,10-Q,2025,Q2
amplitude,2024-12-31,current_liabilities,144513000,10-Q,2025,Q3
amplitude,2025-03-31,current_liabilities,151151000,10-Q,2025,Q1
amplitude,2025-06-30,current_liabilities,171476000,10-Q,2025,Q2
amplitude,2025-09-30,current_liabilities,170791000,10-Q,2025,Q3
amplitude,2020-12-31,retained_earnings,-104824000,10-Q,2021,Q3
amplitude,2020-12-31,retained_earnings,-104824000,10-K,2021,FY
amplitude,2021-09-30,retained_earnings,-157905000,10-Q,2021,Q3
amplitude,2021-12-31,retained_earnings,-179807000,10-K,2021,FY
amplitude,2021-12-31,retained_earnings,-179807000,10-Q,2022,Q1
amplitude,2021-12-31,retained_earnings,-179807000,10-Q,2022,Q2
amplitude,2021-12-31,retained_earnings,-179807000,10-Q,2022,Q3
amplitude,2021-12-31,retained_earnings,-179807000,10-K,2022,FY
amplitude,2022-03-31,retained_earnings,-202011000,10-Q,2022,Q1
amplitude,2022-06-30,retained_earnings,-226579000,10-Q,2022,Q2
amplitude,2022-09-30,retained_earnings,-249123000,10-Q,2022,Q3
amplitude,2022-12-31,retained_earnings,-273167000,10-K,2022,FY
amplitude,2022-12-31,retained_earnings,-273167000,10-Q,2023,Q1
amplitude,2022-12-31,retained_earnings,-273167000,10-Q,2023,Q2
amplitude,2022-12-31,retained_earnings,-273167000,10-Q,2023,Q3
amplitude,2022-12-31,retained_earnings,-273167000,10-K,2023,FY
amplitude,2023-03-31,retained_earnings,-299482000,10-Q,2023,Q1
amplitude,2023-06-30,retained_earnings,-327240000,10-Q,2023,Q2
amplitude,2023-09-30,retained_earnings,-344987000,10-Q,2023,Q3
amplitude,2023-12-31,retained_earnings,-363530000,10-K,2023,FY
amplitude,2023-12-31,retained_earnings,-363530000,10-Q,2024,Q1
amplitude,2023-12-31,retained_earnings,-363530000,10-Q,2024,Q2
amplitude,2023-12-31,retained_earnings,-363530000,10-Q,2024,Q3
amplitude,2023-12-31,retained_earnings,-363530000,10-K,2024,FY
amplitude,2024-03-31,retained_earnings,-384990000,10-Q,2024,Q1
amplitude,2024-06-30,retained_earnings,-408405000,10-Q,2024,Q2
amplitude,2024-09-30,retained_earnings,-425259000,10-Q,2024,Q3
amplitude,2024-12-31,retained_earnings,-457849000,10-K,2024,FY
amplitude,2024-12-31,retained_earnings,-457849000,10-Q,2025,Q1
amplitude,2024-12-31,retained_earnings,-457849000,10-Q,2025,Q2
amplitude,2024-12-31,retained_earnings,-457849000,10-Q,2025,Q3
amplitude,2025-03-31,retained_earnings,-480080000,10-Q,2025,Q1
amplitude,2025-06-30,retained_earnings,-504748000,10-Q,2025,Q2
amplitude,2025-09-30,retained_earnings,-528734000,10-Q,2025,Q3
analog devices,2016-10-29,revenue,3421409000,10-K,2018,FY
analog devices,2017-01-28,revenue,984449000,10-K,2018,FY
analog devices,2017-04-29,revenue,1147982000,10-K,2018,FY
analog devices,2017-07-29,revenue,3566333000,10-Q,2018,Q3
analog devices,2017-07-29,revenue,1433902000,10-Q,2018,Q3
analog devices,2017-07-29,revenue,1433902000,10-K,2018,FY
analog devices,2017-10-28,revenue,5107503000,10-K,2018,FY
analog devices,2017-10-28,revenue,1541170000,10-K,2018,FY
analog devices,2018-02-03,revenue,1518624000,10-K,2018,FY
analog devices,2018-05-05,revenue,1513053000,10-K,2018,FY
analog devices,2018-08-04,revenue,4604356000,10-Q,2018,Q3
analog devices,2018-08-04,revenue,1572679000,10-Q,2018,Q3
analog devices,2018-08-04,revenue,1572679000,10-K,2018,FY
analog devices,2018-11-03,revenue,6200942000,10-K,2018,FY
analog devices,2018-11-03,revenue,1596586000,10-K,2018,FY
analog devices,2017-07-29,cost_of_revenue,1510762000,10-Q,2018,Q3
analog devices,2017-07-29,cost_of_revenue,667278000,10-Q,2018,Q3
analog devices,2018-02-03,cost_of_revenue,495187000,10-Q,2019,Q1
analog devices,2018-05-05,cost_of_revenue,986299000,10-Q,2019,Q2
analog devices,2018-05-05,cost_of_revenue,491112000,10-Q,2019,Q2
analog devices,2018-08-04,cost_of_revenue,1464708000,10-Q,2018,Q3
analog devices,2018-08-04,cost_of_revenue,1483930000,10-Q,2019,Q3
analog devices,2018-08-04,cost_of_revenue,502033000,10-Q,2018,Q3
analog devices,2018-08-04,cost_of_revenue,497631000,10-Q,2019,Q3
analog devices,2019-02-02,cost_of_revenue,501445000,10-Q,2019,Q1
analog devices,2019-02-02,cost_of_revenue,501445000,10-Q,2020,Q1
analog devices,2019-05-04,cost_of_revenue,993955000,10-Q,2019,Q2
analog devices,2019-05-04,cost_of_revenue,993955000,10-Q,2020,Q2
analog devices,2019-05-04,cost_of_revenue,492510000,10-Q,2019,Q2
analog devices,2019-05-04,cost_of_revenue,492510000,10-Q,2020,Q2
analog devices,2019-08-03,cost_of_revenue,1476287000,10-Q,2019,Q3
analog devices,2019-08-03,cost_of_revenue,1476287000,10-Q,2020,Q3
analog devices,2019-08-03,cost_of_revenue,482332000,10-Q,2019,Q3
analog devices,2019-08-03,cost_of_revenue,482332000,10-Q,2020,Q3
analog devices,2020-02-01,cost_of_revenue,455423000,10-Q,2020,Q1
analog devices,2020-02-01,cost_of_revenue,455423000,10-Q,2021,Q1
analog devices,2020-05-02,cost_of_revenue,925809000,10-Q,2020,Q2
analog devices,2020-05-02,cost_of_revenue,925809000,10-Q,2021,Q2
analog devices,2020-05-02,cost_of_revenue,470386000,10-Q,2020,Q2
analog devices,2020-05-02,cost_of_revenue,470386000,10-Q,2021,Q2
analog devices,2020-08-01,cost_of_revenue,1409367000,10-Q,2020,Q3
analog devices,2020-08-01,cost_of_revenue,1409367000,10-Q,2021,Q3
analog devices,2020-08-01,cost_of_revenue,483558000,10-Q,2020,Q3
analog devices,2020-08-01,cost_of_revenue,483558000,10-Q,2021,Q3
analog devices,2021-01-30,cost_of_revenue,513087000,10-Q,2021,Q1
analog devices,2021-05-01,cost_of_revenue,1037857000,10-Q,2021,Q2
analog devices,2021-05-01,cost_of_revenue,524770000,10-Q,2021,Q2
analog devices,2021-07-31,cost_of_revenue,1575526000,10-Q,2021,Q3
analog devices,2021-07-31,cost_of_revenue,537669000,10-Q,2021,Q3
analog devices,2009-10-31,net_income,247772000,10-K,2011,FY
analog devices,2010-01-30,net_income,120459000,10-Q,2011,Q1
analog devices,2010-05-01,net_income,287599000,10-Q,2011,Q2
analog devices,2010-05-01,net_income,167140000,10-Q,2011,Q2
analog devices,2010-07-31,net_income,487090000,10-Q,2011,Q3
analog devices,2010-07-31,net_income,199491000,10-Q,2011,Q3
analog devices,2010-10-30,net_income,712084000,10-K,2011,FY
analog devices,2010-10-30,net_income,712084000,10-K,2012,FY
analog devices,2011-01-29,net_income,222106000,10-Q,2011,Q1
analog devices,2011-01-29,net_income,222106000,10-Q,2012,Q1
analog devices,2011-04-30,net_income,463932000,10-Q,2011,Q2
analog devices,2011-04-30,net_income,463932000,10-Q,2012,Q2
analog devices,2011-04-30,net_income,241826000,10-Q,2011,Q2
analog devices,2011-04-30,net_income,241826000,10-Q,2012,Q2
analog devices,2011-07-30,net_income,683867000,10-Q,2011,Q3
analog devices,2011-07-30,net_income,683867000,10-Q,2012,Q3
analog devices,2011-07-30,net_income,219935000,10-Q,2011,Q3
analog devices,2011-07-30,net_income,219935000,10-Q,2012,Q3
analog devices,2011-10-29,net_income,867394000,10-K,2011,FY
analog devices,2011-10-29,net_income,867394000,10-K,2012,FY
analog devices,2011-10-29,net_income,867394000,10-K,2013,FY
analog devices,2012-02-04,net_income,139382000,10-Q,2012,Q1
analog devices,2012-02-04,net_income,139382000,10-Q,2013,Q1
analog devices,2012-05-05,net_income,302281000,10-Q,2012,Q2
analog devices,2012-05-05,net_income,302281000,10-Q,2013,Q2
analog devices,2012-05-05,net_income,162899000,10-Q,2012,Q2
analog devices,2012-05-05,net_income,162899000,10-Q,2013,Q2
analog devices,2012-08-04,net_income,472049000,10-Q,2012,Q3
analog devices,2012-08-04,net_income,472049000,10-Q,2013,Q3
analog devices,2012-08-04,net_income,169768000,10-Q,2012,Q3
analog devices,2012-08-04,net_income,169768000,10-Q,2013,Q3
analog devices,2012-11-03,net_income,651236000,10-K,2012,FY
analog devices,2012-11-03,net_income,651236000,10-K,2013,FY
analog devices,2012-11-03,net_income,651236000,10-K,2014,FY
analog devices,2013-02-02,net_income,131222000,10-Q,2013,Q1
analog devices,2013-02-02,net_income,131222000,10-Q,2014,Q1
analog devices,2013-05-04,net_income,295694000,10-Q,2013,Q2
analog devices,2013-05-04,net_income,295694000,10-Q,2014,Q2
analog devices,2013-05-04,net_income,164472000,10-Q,2013,Q2
analog devices,2013-05-04,net_income,164472000,10-Q,2014,Q2
analog devices,2013-08-03,net_income,471933000,10-Q,2013,Q3
analog devices,2013-08-03,net_income,471933000,10-Q,2014,Q3
analog devices,2013-08-03,net_income,176239000,10-Q,2013,Q3
analog devices,2013-08-03,net_income,176239000,10-Q,2014,Q3
analog devices,2013-11-02,net_income,673487000,10-K,2013,FY
analog devices,2013-11-02,net_income,673487000,10-K,2014,FY
analog devices,2013-11-02,net_income,673487000,10-K,2015,FY
analog devices,2014-02-01,net_income,152586000,10-Q,2014,Q1
analog devices,2014-02-01,net_income,152586000,10-Q,2015,Q1
analog devices,2014-05-03,net_income,340019000,10-Q,2014,Q2
analog devices,2014-05-03,net_income,340019000,10-Q,2015,Q2
analog devices,2014-05-03,net_income,187433000,10-Q,2014,Q2
analog devices,2014-05-03,net_income,187433000,10-Q,2015,Q2
analog devices,2014-08-02,net_income,520625000,10-Q,2014,Q3
analog devices,2014-08-02,net_income,520625000,10-Q,2015,Q3
analog devices,2014-08-02,net_income,180606000,10-Q,2014,Q3
analog devices,2014-08-02,net_income,180606000,10-Q,2015,Q3
analog devices,2014-11-01,net_income,629320000,10-K,2014,FY
analog devices,2014-11-01,net_income,629320000,10-K,2015,FY
analog devices,2014-11-01,net_income,629320000,10-K,2016,FY
analog devices,2015-01-31,net_income,178757000,10-Q,2015,Q1
analog devices,2015-01-31,net_income,178757000,10-Q,2016,Q1
analog devices,2015-05-02,net_income,384095000,10-Q,2015,Q2
analog devices,2015-05-02,net_income,384095000,10-Q,2016,Q2
analog devices,2015-05-02,net_income,205338000,10-Q,2015,Q2
analog devices,2015-05-02,net_income,205338000,10-Q,2016,Q2
analog devices,2015-08-01,net_income,600573000,10-Q,2015,Q3
analog devices,2015-08-01,net_income,600573000,10-Q,2016,Q3
analog devices,2015-08-01,net_income,216478000,10-Q,2015,Q3
analog devices,2015-08-01,net_income,216478000,10-Q,2016,Q3
analog devices,2015-10-31,net_income,696878000,10-K,2015,FY
analog devices,2015-10-31,net_income,696878000,10-K,2016,FY
analog devices,2015-10-31,net_income,696878000,10-K,2017,FY
analog devices,2016-01-30,net_income,164504000,10-Q,2016,Q1
analog devices,2016-01-30,net_income,164504000,10-Q,2017,Q1
analog devices,2016-04-30,net_income,335077000,10-Q,2016,Q2
analog devices,2016-04-30,net_income,335077000,10-Q,2017,Q2
analog devices,2016-04-30,net_income,170573000,10-Q,2016,Q2
analog devices,2016-04-30,net_income,170573000,10-Q,2017,Q2
analog devices,2016-07-30,net_income,565507000,10-Q,2016,Q3
analog devices,2016-07-30,net_income,565507000,10-Q,2017,Q3
analog devices,2016-07-30,net_income,230430000,10-Q,2016,Q3
analog devices,2016-07-30,net_income,230430000,10-Q,2017,Q3
analog devices,2016-10-29,net_income,861664000,10-K,2016,FY
analog devices,2016-10-29,net_income,861664000,10-K,2017,FY
analog devices,2016-10-29,net_income,861664000,10-K,2018,FY
analog devices,2017-01-28,net_income,217129000,10-Q,2017,Q1
analog devices,2017-01-28,net_income,217129000,10-Q,2018,Q1
analog devices,2017-04-29,net_income,310693000,10-Q,2017,Q2
analog devices,2017-04-29,net_income,310693000,10-Q,2018,Q2
analog devices,2017-04-29,net_income,93564000,10-Q,2017,Q2
analog devices,2017-04-29,net_income,93564000,10-Q,2018,Q2
analog devices,2017-07-29,net_income,379609000,10-Q,2017,Q3
analog devices,2017-07-29,net_income,379609000,10-Q,2018,Q3
analog devices,2017-07-29,net_income,68916000,10-Q,2017,Q3
analog devices,2017-07-29,net_income,68916000,10-Q,2018,Q3
analog devices,2017-10-28,net_income,727259000,10-K,2017,FY
analog devices,2017-10-28,net_income,727259000,10-K,2018,FY
analog devices,2017-10-28,net_income,805379000,10-K,2019,FY
analog devices,2018-02-03,net_income,268172000,10-Q,2018,Q1
analog devices,2018-02-03,net_income,293240000,10-Q,2019,Q1
analog devices,2018-05-05,net_income,648003000,10-Q,2018,Q2
analog devices,2018-05-05,net_income,693568000,10-Q,2019,Q2
analog devices,2018-05-05,net_income,379831000,10-Q,2018,Q2
analog devices,2018-05-05,net_income,400328000,10-Q,2019,Q2
analog devices,2018-08-04,net_income,1062467000,10-Q,2018,Q3
analog devices,2018-08-04,net_income,1102125000,10-Q,2019,Q3
analog devices,2018-08-04,net_income,414464000,10-Q,2018,Q3
analog devices,2018-08-04,net_income,408557000,10-Q,2019,Q3
analog devices,2018-11-03,net_income,1495432000,10-K,2018,FY
analog devices,2018-11-03,net_income,1506980000,10-K,2019,FY
analog devices,2018-11-03,net_income,1506980000,10-K,2020,FY
analog devices,2019-02-02,net_income,355006000,10-Q,2019,Q1
analog devices,2019-02-02,net_income,355006000,10-Q,2020,Q1
analog devices,2019-05-04,net_income,722943000,10-Q,2019,Q2
analog devices,2019-05-04,net_income,722943000,10-Q,2020,Q2
analog devices,2019-05-04,net_income,367937000,10-Q,2019,Q2
analog devices,2019-05-04,net_income,367937000,10-Q,2020,Q2
analog devices,2019-08-03,net_income,1085317000,10-Q,2019,Q3
analog devices,2019-08-03,net_income,1085317000,10-Q,2020,Q3
analog devices,2019-08-03,net_income,362374000,10-Q,2019,Q3
analog devices,2019-08-03,net_income,362374000,10-Q,2020,Q3
analog devices,2019-11-02,net_income,1363011000,10-K,2019,FY
analog devices,2019-11-02,net_income,1363011000,10-K,2020,FY
analog devices,2019-11-02,net_income,1363011000,10-K,2021,FY
analog devices,2020-02-01,net_income,203874000,10-Q,2020,Q1
analog devices,2020-02-01,net_income,203874000,10-Q,2021,Q1
analog devices,2020-05-02,net_income,471570000,10-Q,2020,Q2
analog devices,2020-05-02,net_income,471570000,10-Q,2021,Q2
analog devices,2020-05-02,net_income,267696000,10-Q,2020,Q2
analog devices,2020-05-02,net_income,267696000,10-Q,2021,Q2
analog devices,2020-08-01,net_income,834235000,10-Q,2020,Q3
analog devices,2020-08-01,net_income,834235000,10-Q,2021,Q3
analog devices,2020-08-01,net_income,362665000,10-Q,2020,Q3
analog devices,2020-08-01,net_income,362665000,10-Q,2021,Q3
analog devices,2020-10-31,net_income,1220761000,10-K,2020,FY
analog devices,2020-10-31,net_income,1220761000,10-K,2021,FY
analog devices,2020-10-31,net_income,1220761000,10-K,2022,FY
analog devices,2021-01-30,net_income,388519000,10-Q,2021,Q1
analog devices,2021-01-30,net_income,388519000,10-Q,2022,Q1
analog devices,2021-05-01,net_income,811424000,10-Q,2021,Q2
analog devices,2021-05-01,net_income,811424000,10-Q,2022,Q2
analog devices,2021-05-01,net_income,422905000,10-Q,2021,Q2
analog devices,2021-05-01,net_income,422905000,10-Q,2022,Q2
analog devices,2021-07-31,net_income,1314735000,10-Q,2021,Q3
analog devices,2021-07-31,net_income,1314735000,10-Q,2022,Q3
analog devices,2021-07-31,net_income,503311000,10-Q,2021,Q3
analog devices,2021-07-31,net_income,503311000,10-Q,2022,Q3
analog devices,2021-10-30,net_income,1390422000,10-K,2021,FY
analog devices,2021-10-30,net_income,1390422000,10-K,2022,FY
